Part Name,Material Composition,Age (years),Condition,Location,Manufacturer,Aircraft Model,Potential Use Cases,New Parts Carbon Footprint (kg CO2e),Recycled Parts Carbon Footprint (kg CO2e),Water Usage - New Parts (liters),Water Usage - Recycled Parts (liters),Landfill Waste - New Parts (kg),Landfill Waste - Recycled Parts (kg),Energy Consumption - New Parts (kWh),Energy Consumption - Recycled Parts (kWh),Recycling Rate (%),Toxicity Score - New Parts,Toxicity Score - Recycled Parts,Remanufacturing Potential,Life Cycle Assessment,Renewable Material Content (%),Carbon Footprint Saved (kg CO2e),Water Usage Saved (liters),Landfill Waste Saved (kg),Energy Consumption Saved (kWh),Toxicity Score Difference,Remanufacturing Potential (%),Life Cycle Assessment Score
Fuselage,Titanium,45,New,Australia,Embraer,Citation X,Art Installations,713,122,2721,794,525,95,1212,288,66.9652843023552,1.975041409181,1.93897732078166,0.575690604776245,78.2853715816317,96.3664985932853,591,1927,430,924,0.036064088399343,57.5690604776245,78.2853715816317
Engine,Composite,15,New,Africa,Gulfstream,CRJ900,Aircraft Maintenance,879,182,1294,524,126,128,2797,197,52.1803561780868,7.1848487867258,2.54240763207624,0.0458616930018107,44.3498631619531,4.66255931863408,697,770,-2,2600,4.64244115464956,4.58616930018107,44.3498631619531
Wing,Steel,26,New,Australia,Boeing,Citation X,Building Materials,423,119,5964,270,608,101,1746,324,60.5891199195666,2.5294074919828,4.38244313458962,0.457679271169097,35.6397823465276,90.5527062447024,304,5694,507,1422,-1.85303564260681,45.7679271169097,35.6397823465276
Landing Gear,Aluminum,13,New,Asia,Cessna,A320,Aircraft Maintenance,754,130,7845,884,198,46,2492,435,80.9780101081346,2.22346406794815,3.61677236088895,0.948140843545575,49.8611484912263,1.95014891085573,624,6961,152,2057,-1.3933082929408,94.8140843545575,49.8611484912263
Fuselage,Titanium,7,New,Asia,Gulfstream,E175,Furniture,859,48,9744,884,595,175,2223,285,57.1389679018781,1.18731983888068,4.06796773159353,0.00424153850223552,27.3820442389556,38.7680124457185,811,8860,420,1938,-2.88064789271284,0.424153850223552,27.3820442389556
Avionics,Aluminum,23,New,Europe,Bombardier,CRJ900,Automotive Components,645,147,2360,758,407,63,1201,444,78.0619402598699,8.23513210154505,1.90396228257367,0.961956726836921,86.0312121237612,49.6272492898472,498,1602,344,757,6.33116981897138,96.1956726836922,86.0312121237612
Fuselage,Titanium,35,New,Europe,Gulfstream,G650,Automotive Components,162,112,7593,588,486,40,4839,150,87.1223786333075,2.48942361643073,2.74348777255209,0.884350314373465,18.0620227692021,70.2886458713587,50,7005,446,4689,-0.254064156121365,88.4350314373465,18.0620227692021
Landing Gear,Aluminum,7,Used,North America,Bombardier,737,Art Installations,841,50,7280,648,180,190,2735,347,70.4225854409792,5.52052092705297,4.92147184811477,0.162969794749989,38.9087759063834,74.8351799790134,791,6632,-10,2388,0.599049078938195,16.2969794749989,38.9087759063834
Engine,Steel,41,New,North America,Gulfstream,E175,Automotive Components,310,129,6659,756,550,66,3807,482,53.8607129208229,8.88390890711213,1.68585555990778,0.291415786373117,63.5249386195595,50.4535381791515,181,5903,484,3325,7.19805334720435,29.1415786373117,63.5249386195595
Landing Gear,Steel,34,New,Asia,Airbus,E175,Automotive Components,143,57,1751,319,183,77,2318,358,91.2630159126326,5.91760928264136,2.64146544558211,0.484888860209872,10.3562158653606,93.6430212131614,86,1432,106,1960,3.27614383705924,48.4888860209872,10.3562158653606
Wing,Composite,25,New,Australia,Cessna,CRJ900,Automotive Components,542,197,4009,957,788,188,4607,354,58.1105301123842,9.22549134416001,4.30153399466295,0.799785588692534,70.7221455154711,41.8548175066426,345,3052,600,4253,4.92395734949705,79.9785588692534,70.7221455154711
Landing Gear,Aluminum,39,Used,Australia,Bombardier,737,Aircraft Maintenance,387,152,4150,547,483,189,1103,460,76.3362188362211,7.22778845889578,4.03608556363304,0.666416280242301,69.5932014397123,22.5521437010423,235,3603,294,643,3.19170289526274,66.6416280242301,69.5932014397123
Landing Gear,Composite,9,Used,Asia,Cessna,CRJ900,Automotive Components,126,78,8914,209,913,109,3722,447,90.7783002280275,6.70341886753938,3.55021216802896,0.63006183000026,59.9612717013132,56.8542869521105,48,8705,804,3275,3.15320669951042,63.006183000026,59.9612717013132
Avionics,Titanium,19,Used,North America,Airbus,E175,Aircraft Maintenance,790,21,7866,919,663,127,824,184,54.1183778026768,7.24313266271551,1.32061698017368,0.960832394902956,53.6691382777882,67.7526554762355,769,6947,536,640,5.92251568254183,96.0832394902956,53.6691382777882
Landing Gear,Steel,1,New,Asia,Embraer,A320,Art Installations,687,98,3716,812,108,158,1340,315,94.3744963790553,7.00440823106024,3.64647604582704,0.194560340514636,89.3926955037867,89.0101915271005,589,2904,-50,1025,3.35793218523319,19.4560340514636,89.3926955037867
Wing,Titanium,22,Used,Asia,Airbus,A320,Aircraft Maintenance,480,131,1944,575,687,113,591,374,64.9991770662769,6.40044266523205,1.54738869273135,0.5067319961464,50.1413263911313,20.323562365273,349,1369,574,217,4.8530539725007,50.67319961464,50.1413263911313
Avionics,Titanium,47,New,North America,Gulfstream,A320,Aircraft Maintenance,416,111,8894,910,346,165,2244,464,74.5078351493387,8.08261033931981,4.50092255137222,0.0908889907707293,98.1744159383503,67.509139984559,305,7984,181,1780,3.58168778794759,9.08889907707293,98.1744159383503
Engine,Titanium,15,New,Asia,Airbus,A320,Automotive Components,485,103,9388,912,768,148,677,158,69.3036167624875,9.53302177156437,3.86802431384047,0.379326133979345,14.2290119186455,63.1851019171769,382,8476,620,519,5.6649974577239,37.9326133979345,14.2290119186455
Landing Gear,Aluminum,48,New,North America,Boeing,737,Art Installations,781,75,6462,433,749,74,1361,482,56.5252042549524,7.14039006382195,3.61521875448429,0.0101873224453409,58.1064463030197,82.7650754366933,706,6029,675,879,3.52517130933766,1.01873224453409,58.1064463030197
Fuselage,Steel,24,New,Australia,Boeing,E175,Aircraft Maintenance,587,59,6003,784,648,91,1604,180,55.0954479440752,2.20689882270543,2.09867251622041,0.116740031593033,97.6931906408186,12.5699672588612,528,5219,557,1424,0.108226306485015,11.6740031593033,97.6931906408186
Engine,Steel,35,New,Asia,Airbus,737,Building Materials,167,158,8112,489,514,177,4626,348,54.514224628823,1.38353739846667,3.46646583918072,0.509327789844206,30.785555047969,99.8450243006155,9,7623,337,4278,-2.08292844071405,50.9327789844206,30.785555047969
Avionics,Steel,6,Used,Asia,Cessna,737,Automotive Components,297,108,8088,297,441,145,4462,163,86.5954672496745,3.48963236758587,1.87073011120989,0.726566725091957,27.20998307578,46.8200323107069,189,7791,296,4299,1.61890225637598,72.6566725091957,27.20998307578
Engine,Aluminum,5,Used,Australia,Airbus,737,Aircraft Maintenance,508,29,1410,891,683,101,1826,430,64.7758751114662,2.29730357166917,4.41085672007985,0.63787166589831,97.9107483079772,12.6134125418727,479,519,582,1396,-2.11355314841068,63.787166589831,97.9107483079772
Landing Gear,Aluminum,49,New,Australia,Bombardier,E175,Aircraft Maintenance,670,160,8070,913,679,148,606,324,82.0672911160936,6.58920351743795,1.37931179070772,0.855576169340887,53.9053941692021,65.9555116510801,510,7157,531,282,5.20989172673022,85.5576169340887,53.9053941692021
Landing Gear,Composite,29,Used,Asia,Airbus,CRJ900,Automotive Components,332,32,2399,627,435,29,3177,255,60.4921451748675,6.32962840022487,1.37116545051732,0.233542702345223,33.457754861622,56.0170600287316,300,1772,406,2922,4.95846294970754,23.3542702345223,33.457754861622
Wing,Aluminum,21,Used,Asia,Embraer,E175,Art Installations,443,44,7731,763,214,123,3479,404,71.7932700826107,1.32323818467426,2.24735239041351,0.282124300635773,60.7830065149621,39.5778469406006,399,6968,91,3075,-0.924114205739247,28.2124300635773,60.7830065149621
Engine,Aluminum,45,Used,South America,Cessna,CRJ900,Furniture,134,169,1172,697,599,92,2031,411,64.4966685357149,1.55676268718271,1.5321702520387,0.604585764889072,75.3041655326644,35.2646749023824,-35,475,507,1620,0.0245924351440101,60.4585764889072,75.3041655326644
Landing Gear,Composite,24,New,Asia,Boeing,G650,Furniture,433,51,4359,421,158,95,1480,401,61.6742792216209,6.27173538903432,2.03822670691113,0.126630988689965,74.8721146597488,70.0973174254621,382,3938,63,1079,4.23350868212319,12.6630988689965,74.8721146597488
Wing,Steel,0,Used,South America,Airbus,737,Aircraft Maintenance,134,179,4059,826,226,69,4134,365,50.0117190491879,4.51599875995479,2.02679784551772,0.976258714370873,19.3350787023632,21.6389367941248,-45,3233,157,3769,2.48920091443706,97.6258714370873,19.3350787023632
Fuselage,Composite,36,New,Africa,Gulfstream,G650,Art Installations,501,103,6517,268,882,154,1698,131,87.6156119325159,8.00734528018796,4.76685385120459,0.686141994936677,81.6046832343047,80.9901893098186,398,6249,728,1567,3.24049142898336,68.6141994936678,81.6046832343047
Landing Gear,Aluminum,16,Used,South America,Gulfstream,737,Building Materials,925,41,4826,409,812,59,4389,194,93.9726718866086,6.29762831132962,1.84626287996946,0.573226246267141,99.4121249237778,21.59929821931,884,4417,753,4195,4.45136543136016,57.3226246267141,99.4121249237778
Landing Gear,Titanium,46,New,Africa,Boeing,Citation X,Building Materials,638,158,6538,395,162,115,2131,245,62.6061416299545,5.13035462565271,1.90286622019746,0.634304163312921,3.03705272492368,44.2046522042117,480,6143,47,1886,3.22748840545524,63.4304163312921,3.03705272492368
Landing Gear,Steel,19,New,Europe,Airbus,CRJ900,Aircraft Maintenance,732,179,2435,614,431,22,720,439,81.2174023777843,4.6731499610538,2.34134198951845,0.281800128270057,15.7919754387256,71.62747446615,553,1821,409,281,2.33180797153535,28.1800128270057,15.7919754387256
Avionics,Titanium,42,Used,South America,Cessna,A320,Automotive Components,244,68,9180,946,689,42,2079,486,93.7599546160164,6.83155965573217,4.97183525580132,0.826360234272211,8.62409285294204,96.9949550039665,176,8234,647,1593,1.85972439993084,82.6360234272211,8.62409285294204
Landing Gear,Aluminum,16,Used,South America,Gulfstream,737,Furniture,453,164,7836,749,357,156,592,389,60.912140781498,2.94612831650402,3.6593917622097,0.184538978558026,93.1245528082498,74.8319883033288,289,7087,201,203,-0.713263445705679,18.4538978558026,93.1245528082498
Fuselage,Titanium,35,Used,Africa,Airbus,Citation X,Automotive Components,336,64,2227,952,547,73,4168,361,52.2838914131221,7.60265771862009,3.56163288835809,0.788351610821499,21.7152539535671,2.36513639394553,272,1275,474,3807,4.04102483026199,78.8351610821499,21.7152539535671
Wing,Composite,33,New,Asia,Embraer,Citation X,Building Materials,328,132,2235,689,914,20,4314,379,78.5600869259521,9.65536682159323,3.56012176290628,0.919660775668723,46.0484045769474,8.45007698039183,196,1546,894,3935,6.09524505868694,91.9660775668723,46.0484045769474
Fuselage,Titanium,42,New,Europe,Cessna,E175,Aircraft Maintenance,536,122,4034,436,999,115,4763,265,67.6375589188204,2.58528527875042,1.45121817830745,0.85396306274568,26.9838153504264,55.8380596642937,414,3598,884,4498,1.13406710044297,85.396306274568,26.9838153504264
Engine,Aluminum,38,New,Africa,Embraer,G650,Building Materials,387,159,2357,803,356,81,1515,158,87.231144280102,8.21009495456613,4.83379313449571,0.596974916904539,4.46558080045202,86.6906292064397,228,1554,275,1357,3.37630182007041,59.6974916904539,4.46558080045202
Engine,Aluminum,39,Used,Asia,Gulfstream,G650,Aircraft Maintenance,445,155,2306,624,503,74,1096,209,79.1705930357893,5.47454991026455,4.27374783807114,0.199090116229295,35.1466030497195,89.9695533162013,290,1682,429,887,1.2008020721934,19.9090116229295,35.1466030497195
Avionics,Titanium,38,New,Australia,Gulfstream,A320,Automotive Components,691,181,2619,975,256,80,3619,483,57.6758032488573,3.10456925310422,2.0128501288427,0.545449227391682,75.3480062723075,39.5069007116494,510,1644,176,3136,1.09171912426151,54.5449227391682,75.3480062723075
Landing Gear,Steel,22,New,Australia,Boeing,CRJ900,Aircraft Maintenance,874,86,7187,212,802,192,2142,421,94.3363049736065,7.87534547618088,2.31520637089359,0.366218707445809,74.2661688449376,69.5777194876286,788,6975,610,1721,5.56013910528729,36.6218707445809,74.2661688449376
Engine,Composite,38,New,North America,Bombardier,Citation X,Automotive Components,109,82,5671,750,501,132,4742,474,56.627131478648,3.10469307765699,4.22812413316117,0.358508227877677,77.2209994332542,5.31749754103335,27,4921,369,4268,-1.12343105550418,35.8508227877677,77.2209994332542
Wing,Composite,27,New,Africa,Boeing,A320,Automotive Components,884,187,7701,945,390,48,3798,267,63.4833991574347,7.6664701152751,2.13432864449763,0.110827736456738,76.2423009254899,94.0814037911434,697,6756,342,3531,5.53214147077747,11.0827736456738,76.2423009254899
Engine,Aluminum,34,New,South America,Gulfstream,G650,Furniture,721,146,4392,365,346,90,4776,363,90.8080062651721,8.9238795677438,4.40239869359224,0.0118809395924498,72.6691049170795,8.49811458545861,575,4027,256,4413,4.52148087415156,1.18809395924498,72.6691049170795
Engine,Titanium,24,New,North America,Cessna,E175,Art Installations,112,29,6700,750,861,132,3090,415,64.9505261729501,6.50493235625913,2.2174710559642,0.0685811902991876,68.1532642759934,99.1335375922396,83,5950,729,2675,4.28746130029493,6.85811902991876,68.1532642759934
Landing Gear,Titanium,36,Used,Australia,Airbus,Citation X,Furniture,957,49,8218,632,221,100,2232,286,59.3678709529141,7.86082186153536,4.68513836051427,0.694526681299154,5.96973443023401,73.0323821940134,908,7586,121,1946,3.17568350102109,69.4526681299154,5.96973443023401
Engine,Composite,22,New,Asia,Cessna,G650,Automotive Components,820,50,8903,239,739,129,4018,256,92.8817808239752,4.51944651853137,4.70782950166247,0.214141156487994,40.365437274116,88.2384681758458,770,8664,610,3762,-0.188382983131099,21.4141156487994,40.365437274116
Fuselage,Aluminum,13,New,North America,Gulfstream,Citation X,Furniture,932,32,3391,425,481,173,3830,105,80.0731672322321,2.29658150977246,4.61463856005387,0.747112241888234,99.531312781374,6.40658879033042,900,2966,308,3725,-2.31805705028141,74.7112241888235,99.531312781374
Fuselage,Aluminum,46,New,North America,Embraer,CRJ900,Automotive Components,302,143,9275,287,177,97,4725,499,81.0075149211704,8.08549198208189,4.40647392652513,0.384841601728649,82.9702695192118,58.7397504326674,159,8988,80,4226,3.67901805555676,38.4841601728649,82.9702695192118
Engine,Aluminum,12,New,Asia,Embraer,G650,Aircraft Maintenance,886,39,9425,843,758,71,3323,124,65.7873744422296,4.13986586114955,3.17229043006033,0.352049760525464,62.8142324184306,10.6942129051567,847,8582,687,3199,0.967575431089228,35.2049760525464,62.8142324184306
Engine,Aluminum,32,New,North America,Boeing,G650,Building Materials,143,145,6975,546,793,21,2503,293,69.0155073353345,8.98912442734446,2.83324323374757,0.622446899432971,55.3585310204003,72.6904249490144,-2,6429,772,2210,6.15588119359688,62.2446899432971,55.3585310204003
Landing Gear,Aluminum,30,Used,Australia,Embraer,G650,Automotive Components,767,186,1642,997,446,40,2784,261,51.6986850111508,9.16845676531248,4.05144424628193,0.644932052318744,33.9713781579124,79.5077789878736,581,645,406,2523,5.11701251903054,64.4932052318744,33.9713781579124
Wing,Steel,29,Used,South America,Boeing,A320,Furniture,483,189,3855,255,711,157,1343,494,91.5699212375797,2.13290383983878,2.88612201568996,0.934605299695878,46.3925922923503,31.0508445519389,294,3600,554,849,-0.753218175851174,93.4605299695878,46.3925922923503
Fuselage,Titanium,0,Used,Africa,Gulfstream,737,Building Materials,372,39,8879,840,516,95,1443,206,77.5630892433812,5.89171945133739,1.5620076671108,0.25275131581599,98.7312603420703,12.0925089819952,333,8039,421,1237,4.32971178422658,25.275131581599,98.7312603420703
Wing,Aluminum,8,New,Australia,Boeing,Citation X,Furniture,646,171,5457,637,749,192,1711,176,72.2678734062593,4.6255620421845,3.08778484632555,0.801217126117876,71.8433587498246,61.6436953227466,475,4820,557,1535,1.53777719585895,80.1217126117876,71.8433587498246
Fuselage,Titanium,29,Used,South America,Gulfstream,Citation X,Furniture,758,29,6018,690,998,155,3168,449,54.5226960095103,2.52402915243205,2.73961974273011,0.801767680168422,76.3731952495606,91.0025488495094,729,5328,843,2719,-0.215590590298066,80.1767680168422,76.3731952495606
Fuselage,Titanium,6,Used,Europe,Bombardier,737,Art Installations,615,60,9301,979,236,194,2632,427,69.3256864049852,2.32996394132239,4.66818719469152,0.807141264723309,90.5434515270023,22.6543991754176,555,8322,42,2205,-2.33822325336912,80.7141264723309,90.5434515270023
Fuselage,Steel,11,Used,Australia,Embraer,G650,Automotive Components,969,109,9465,358,445,87,656,488,58.5083329787307,7.31014879839478,1.25876108739535,0.272252966172908,13.1391491313936,0.264475884537174,860,9107,358,168,6.05138771099943,27.2252966172908,13.1391491313936
Fuselage,Aluminum,5,New,Asia,Cessna,CRJ900,Automotive Components,857,116,5255,791,817,60,912,277,75.2887432515138,1.34676335977806,2.80546339116921,0.598998978592134,49.1287697999787,60.4290544676504,741,4464,757,635,-1.45870003139114,59.8998978592134,49.1287697999787
Landing Gear,Titanium,46,New,Europe,Gulfstream,737,Furniture,625,34,5178,797,831,110,848,179,83.0149612531835,8.52469384229489,2.63130618670567,0.434904605887734,34.2816133024655,95.285930203592,591,4381,721,669,5.89338765558922,43.4904605887734,34.2816133024655
Avionics,Steel,25,Used,Australia,Bombardier,A320,Aircraft Maintenance,848,65,8618,831,639,195,2497,158,87.6228603321762,4.62644748175519,3.75591498471289,0.450651098690339,5.26534655401921,78.4977007173155,783,7787,444,2339,0.870532497042299,45.0651098690339,5.26534655401921
Wing,Aluminum,28,Used,Asia,Boeing,G650,Aircraft Maintenance,584,172,3102,883,233,91,1170,247,78.3641471706645,9.69766292788916,4.32122260473148,0.975414615248525,82.8541582904685,45.9743309857657,412,2219,142,923,5.37644032315768,97.5414615248525,82.8541582904685
Avionics,Aluminum,7,Used,South America,Airbus,737,Art Installations,248,114,1286,530,550,35,1710,410,51.8851194983125,2.78439696075197,2.77276965107995,0.587578588081237,49.3104620476145,66.4300710282744,134,756,515,1300,0.0116273096720216,58.7578588081237,49.3104620476145
Avionics,Titanium,6,New,Asia,Boeing,CRJ900,Automotive Components,726,73,1586,603,694,32,2666,260,53.4364130708991,4.54355761928054,1.82911843010372,0.793350459450882,55.5437220277237,93.1553438884911,653,983,662,2406,2.71443918917681,79.3350459450882,55.5437220277237
Engine,Composite,14,New,Europe,Embraer,G650,Building Materials,372,161,9236,240,355,89,927,474,81.9343724447568,7.80621310962564,1.27180255389408,0.733558269590791,72.7775819470024,97.8662570743056,211,8996,266,453,6.53441055573156,73.3558269590791,72.7775819470024
